first_name,last_name,id,market_value,market_value_trend,team_id,date
Felix,Passlack,1785,1227798.0,2,3,2022-07-25 15:08:53.359394
Marius,Wolf,1809,4689955.0,2,3,2022-07-25 15:08:53.359394
Raphael Adelino,Jose Guerreiro,1862,31710496.0,1,3,2022-07-25 15:08:53.359394
Gregor,Kobel,1873,16280463.0,1,3,2022-07-25 15:08:53.359394
Salih,Ozcan,1918,17335386.0,1,3,2022-07-25 15:08:53.359394
Sébastien,Haller,2037,35607954.0,2,3,2022-07-25 15:08:53.359394
Manuel,Akanji,2181,16677228.0,2,3,2022-07-25 15:08:53.359394
Luca,Unbehaun,2325,500000.0,0,3,2022-07-25 15:08:53.359394
Nico,Schlotterbeck,2383,39293231.0,1,3,2022-07-25 15:08:53.359394
Mateu,Morey,2665,5928565.0,1,3,2022-07-25 15:08:53.359394
Giovanni,Reyna,2692,13631028.0,1,3,2022-07-25 15:08:53.359394
Thomas,Meunier,2835,12731519.0,1,3,2022-07-25 15:08:53.359394
Jude,Bellingham,2845,44943838.0,1,3,2022-07-25 15:08:53.359394
Youssoufa,Moukoko,2866,8367253.0,1,3,2022-07-25 15:08:53.359394
Marcel Laurenz,Lotka,2979,500000.0,2,3,2022-07-25 15:08:53.359394
Soumaila,Coulibaly,3010,500000.0,0,3,2022-07-25 15:08:53.359394
Antonios,Papadopoulos,3050,500000.0,0,3,2022-07-25 15:08:53.359394
Abdoulaye,Kamara,3068,500000.0,0,3,2022-07-25 15:08:53.359394
Donyell,Malen,3087,17965094.0,1,3,2022-07-25 15:08:53.359394
Tom,Rothe,3102,3618023.0,2,3,2022-07-25 15:08:53.359394
Jamie Jermaine,Bynoe-Gittens,3219,5452865.0,2,3,2022-07-25 15:08:53.359394
Lion,Semić,3222,2757042.0,1,3,2022-07-25 15:08:53.359394
Karim,Adeyemi,3482,31922431.0,1,3,2022-07-25 15:08:53.359394
Makoto,Hasebe,285,2207677.0,2,4,2022-07-25 15:08:53.359394
Jens,Grahl,357,500000.0,0,4,2022-07-25 15:08:53.359394
Sebastian,Rode,392,4718723.0,2,4,2022-07-25 15:08:53.359394
Kevin,Trapp,429,16093275.0,2,4,2022-07-25 15:08:53.359394
Timothy,Chandler,461,500000.0,2,4,2022-07-25 15:08:53.359394
Mario,Götze,513,18637707.0,1,4,2022-07-25 15:08:53.359394
Filip,Kostic,1620,32114260.0,1,4,2022-07-25 15:08:53.359394
Djibril,Sow,1738,14111402.0,1,4,2022-07-25 15:08:53.359394
Christopher,Lenz,1739,2571483.0,2,4,2022-07-25 15:08:53.359394
Jerôme Junior,Onguéné,2048,6401050.0,2,4,2022-07-25 15:08:53.359394
Daichi,Kamada,2059,12655654.0,1,4,2022-07-25 15:08:53.359394
Lucas,Alario,2157,13296851.0,1,4,2022-07-25 15:08:53.359394
Obite,Ndicka,2282,26795146.0,2,4,2022-07-25 15:08:53.359394
Gonçalo,Mendes Paciência,2287,1852475.0,2,4,2022-07-25 15:08:53.359394
Almamy,Touré,2376,2247731.0,1,4,2022-07-25 15:08:53.359394
Lucas,Silva Melo,2378,14657213.0,1,4,2022-07-25 15:08:53.359394
Diant,Ramaj,2597,500000.0,0,4,2022-07-25 15:08:53.359394
Ansgar,Knauff,2863,15777965.0,1,4,2022-07-25 15:08:53.359394
Ajdin,Hrustic,2908,2925222.0,2,4,2022-07-25 15:08:53.359394
Ali,Akman,3009,3524445.0,1,4,2022-07-25 15:08:53.359394
Santos,Borré,3030,16105959.0,1,4,2022-07-25 15:08:53.359394
Jesper,Lindstrøm,3044,14671986.0,1,4,2022-07-25 15:08:53.359394
Marcel,Wenig,3084,2934170.0,1,4,2022-07-25 15:08:53.359394
Jens Petter,Hauge,3125,3203096.0,2,4,2022-07-25 15:08:53.359394
Kristijan,Jakić,3143,4375104.0,2,4,2022-07-25 15:08:53.359394
Faride,Alidou,3282,1048951.0,2,4,2022-07-25 15:08:53.359394
Hrvoje,Smolčić,3457,4844578.0,2,4,2022-07-25 15:08:53.359394
Aurélio Gabriel,Ulineia Buta,3479,2991807.0,2,4,2022-07-25 15:08:53.359394
Randal,Kolo Muani,3480,13419824.0,1,4,2022-07-25 15:08:53.359394
Benjamin,Uphoff,36,500000.0,2,5,2022-07-25 15:08:53.359394
Matthias,Ginter,49,24506076.0,2,5,2022-07-25 15:08:53.359394
Mark,Flekken,72,19865250.0,1,5,2022-07-25 15:08:53.359394
Christian,Günter,89,26450664.0,1,5,2022-07-25 15:08:53.359394
Vincenzo,Grifo,118,36927082.0,1,5,2022-07-25 15:08:53.359394
Nils,Petersen,317,4367224.0,2,5,2022-07-25 15:08:53.359394
Michael,Gregoritsch,493,10275264.0,1,5,2022-07-25 15:08:53.359394
Nicolas,Höfler,581,24573898.0,1,5,2022-07-25 15:08:53.359394
Jonathan,Schmid,605,4393285.0,2,5,2022-07-25 15:08:53.359394
Manuel,Gulde,1138,3564743.0,2,5,2022-07-25 15:08:53.359394
Lukas,Kübler,1257,9611604.0,2,5,2022-07-25 15:08:53.359394
Maximilian,Eggestein,1645,12649804.0,1,5,2022-07-25 15:08:53.359394
Philipp,Lienhart,2084,27046753.0,2,5,2022-07-25 15:08:53.359394
Lucas,Höler,2176,19255881.0,2,5,2022-07-25 15:08:53.359394
Keven,Schlotterbeck,2274,3253639.0,2,5,2022-07-25 15:08:53.359394
Woo-Yeong,Jeong,2302,7774034.0,1,5,2022-07-25 15:08:53.359394
Roland,Sallai,2343,10988593.0,2,5,2022-07-25 15:08:53.359394
Yannik,Keitel,2764,813881.0,2,5,2022-07-25 15:08:53.359394
Ritsu,Dōan,2887,11715383.0,1,5,2022-07-25 15:08:53.359394
Kevin,Schade,2930,5130534.0,2,5,2022-07-25 15:08:53.359394
Nishan,Connell Burkart,2945,500000.0,0,5,2022-07-25 15:08:53.359394
Kiliann,Sildillia,2946,500000.0,0,5,2022-07-25 15:08:53.359394
Noah,Weißhaupt,3017,500000.0,2,5,2022-07-25 15:08:53.359394
Noah,Atubolu,3019,500000.0,0,5,2022-07-25 15:08:53.359394
Hugo,Siquet,3172,500000.0,0,5,2022-07-25 15:08:53.359394
Robert,Wagner,3206,2397179.0,1,5,2022-07-25 15:08:53.359394
Daniel-Kofi,Kyereh,3306,10361294.0,1,5,2022-07-25 15:08:53.359394
Jonas,Meffert,133,16038454.0,1,6,2022-07-25 15:08:53.359394
Tom,Mickel,416,622864.0,2,6,2022-07-25 15:08:53.359394
Sonny,Kittel,580,20061321.0,1,6,2022-07-25 15:08:53.359394
Tim,Leibold,1188,11792299.0,2,6,2022-07-25 15:08:53.359394
Sebastian,Schonlau,1295,17485465.0,1,6,2022-07-25 15:08:53.359394
Daniel,Heuer Fernandes,1863,13998584.0,1,6,2022-07-25 15:08:53.359394
László,Bénes,1877,12777524.0,1,6,2022-07-25 15:08:53.359394
Bakery,Jatta,1889,11371241.0,2,6,2022-07-25 15:08:53.359394
Stephan,Ambrosius,2192,3174934.0,2,6,2022-07-25 15:08:53.359394
Robert,Glatzel,2444,18565154.0,1,6,2022-07-25 15:08:53.359394
Jonas,David,2571,4778061.0,2,6,2022-07-25 15:08:53.359394
Aaron,Opoku,2579,3316407.0,2,6,2022-07-25 15:08:53.359394
Miro Max Maria,Muheim,3277,12489969.0,1,6,2022-07-25 15:08:53.359394
Moritz,Heyer,3278,17112383.0,1,6,2022-07-25 15:08:53.359394
Mario,Vušković,3279,15778807.0,1,6,2022-07-25 15:08:53.359394
Marko,Johansson,3280,558650.0,2,6,2022-07-25 15:08:53.359394
Ludovit,Reis,3281,14830849.0,1,6,2022-07-25 15:08:53.359394
Maximilian,Rohr,3284,3402826.0,1,6,2022-07-25 15:08:53.359394
Anssi Tapio,Suhonen,3285,2297134.0,2,6,2022-07-25 15:08:53.359394
Ransford-Yeboah,Königsdörffer,3318,10330033.0,1,6,2022-07-25 15:08:53.359394
Filip,Bilbija,3358,5293105.0,2,6,2022-07-25 15:08:53.359394
Matheo,Raab,3419,2365472.0,2,6,2022-07-25 15:08:53.359394
Robin Maximilian,Meißner,3440,1325679.0,2,6,2022-07-25 15:08:53.359394
Ogechika,Heil,3464,1674848.0,2,6,2022-07-25 15:08:53.359394
Xavier Casmier,Amaechi,3465,5016214.0,1,6,2022-07-25 15:08:53.359394
Kerem,Demirbay,81,21489699.0,1,7,2022-07-25 15:08:53.359394
Niklas,Lomb,97,500000.0,0,7,2022-07-25 15:08:53.359394
Jonathan,Tah,173,27745563.0,2,7,2022-07-25 15:08:53.359394
Karim,Bellarabi,486,5583153.0,2,7,2022-07-25 15:08:53.359394
Robert,Andrich,663,23360480.0,1,7,2022-07-25 15:08:53.359394
Nadiem,Amiri,1639,3528024.0,2,7,2022-07-25 15:08:53.359394
Lukas,Hradecky,1761,20148487.0,2,7,2022-07-25 15:08:53.359394
Charles,Aránguiz,1766,8626247.0,2,7,2022-07-25 15:08:53.359394
Paulo Henrique,Sampaio Filho,2291,13007886.0,2,7,2022-07-25 15:08:53.359394
Daley,Sinkgraven,2645,500000.0,2,7,2022-07-25 15:08:53.359394
Moussa,Diaby,2661,44803938.0,1,7,2022-07-25 15:08:53.359394
Patrik,Schick,2746,39857210.0,1,7,2022-07-25 15:08:53.359394
Exequiel,Palacios,2766,4891326.0,2,7,2022-07-25 15:08:53.359394
Edmond,Tapsoba,2783,21093489.0,1,7,2022-07-25 15:08:53.359394
Florian,Wirtz,2795,25236540.0,1,7,2022-07-25 15:08:53.359394
Timothy Evans,Fosu-Mensah,2944,1532908.0,2,7,2022-07-25 15:08:53.359394
Jeremie,Frimpong,2948,15530369.0,1,7,2022-07-25 15:08:53.359394
Andrey,Lunev,3042,500000.0,0,7,2022-07-25 15:08:53.359394
Batuhan Zidan,Sertdemir,3045,500000.0,0,7,2022-07-25 15:08:53.359394
Mitchel,Bakker,3046,12936940.0,2,7,2022-07-25 15:08:53.359394
Odilon,Kossounou,3079,7540689.0,2,7,2022-07-25 15:08:53.359394
Piero,Hincapié,3128,10862076.0,1,7,2022-07-25 15:08:53.359394
Amine,Adli,3132,3712834.0,2,7,2022-07-25 15:08:53.359394
Iker,Bravo Solanilla,3156,500000.0,0,7,2022-07-25 15:08:53.359394
Sardar,Azmoun,3194,8064875.0,2,7,2022-07-25 15:08:53.359394
Adam,Hlozek,3471,17144808.0,1,7,2022-07-25 15:08:53.359394
Ralf,Fährmann,262,1946635.0,2,8,2022-07-25 15:08:53.359394
Sebastian,Polter,496,7866209.0,2,8,2022-07-25 15:08:53.359394
Dominick,Drexler,554,5516299.0,1,8,2022-07-25 15:08:53.359394
Alexander,Schwolow,620,9883262.0,1,8,2022-07-25 15:08:53.359394
Danny,Latza,1070,6768817.0,1,8,2022-07-25 15:08:53.359394
Simon,Terodde,1407,13232155.0,1,8,2022-07-25 15:08:53.359394
Marcin,Kaminski,2076,4347401.0,2,8,2022-07-25 15:08:53.359394
Amine,Harit,2109,4771695.0,2,8,2022-07-25 15:08:53.359394
Michael,Langer,2134,500000.0,0,8,2022-07-25 15:08:53.359394
Tom,Krauß,2358,8446480.0,1,8,2022-07-25 15:08:53.359394
Cédric,Brunner,2429,8485463.0,1,8,2022-07-25 15:08:53.359394
Marius,Bülter,2552,9375526.0,1,8,2022-07-25 15:08:53.359394
Tobias,Mohr,2566,2619844.0,1,8,2022-07-25 15:08:53.359394
Victor,Pálsson,2608,2805580.0,2,8,2022-07-25 15:08:53.359394
Rodrigo,Zalazar,2680,12020841.0,1,8,2022-07-25 15:08:53.359394
Malick,Thiaw,2789,10322313.0,1,8,2022-07-25 15:08:53.359394
Can,Bozdogan,2802,1699666.0,2,8,2022-07-25 15:08:53.359394
Kerim,Çalhanoğlu,2932,518695.0,2,8,2022-07-25 15:08:53.359394
Florian,Flick,2957,2338947.0,2,8,2022-07-25 15:08:53.359394
Mehmet-Can,Aydin,2959,2537207.0,2,8,2022-07-25 15:08:53.359394
Blendi,Idrizi,2972,718879.0,2,8,2022-07-25 15:08:53.359394
Henning,Matriciani,2974,2480488.0,1,8,2022-07-25 15:08:53.359394
Thomas,Ouwejan,3012,10907645.0,1,8,2022-07-25 15:08:53.359394
Marvin,Pieringer,3027,2882415.0,1,8,2022-07-25 15:08:53.359394
Marius,Lode,3182,2886379.0,1,8,2022-07-25 15:08:53.359394
Dong-Gyeong,Lee,3200,4546352.0,1,8,2022-07-25 15:08:53.359394
Florent,Mollet,3371,6999002.0,1,8,2022-07-25 15:08:53.359394
Ibrahima,Cissé,3509,2915706.0,1,8,2022-07-25 15:08:53.359394
Leo,Greiml,3510,2450959.0,2,8,2022-07-25 15:08:53.359394
Justin,Heekeren,3511,1906902.0,1,8,2022-07-25 15:08:53.359394
Maya,Yoshida,3535,8234566.0,1,8,2022-07-25 15:08:53.359394
Alex,Král,4253,9230129.0,1,8,2022-07-25 15:08:53.359394
Philipp,Klement,6,2385114.0,1,9,2022-07-25 15:08:53.359394
Waldemar,Anton,1704,12836504.0,1,9,2022-07-25 15:08:53.359394
Pascal,Stenzel,1758,1181035.0,2,9,2022-07-25 15:08:53.359394
Florian,Müller,1910,10198566.0,1,9,2022-07-25 15:08:53.359394
Orel,Mangala,2049,6415123.0,2,9,2022-07-25 15:08:53.359394
Nikolas,Nartey,2120,500000.0,2,9,2022-07-25 15:08:53.359394
Maxime,Awoudja,2130,3741407.0,1,9,2022-07-25 15:08:53.359394
Chris,Führich,2172,11589668.0,1,9,2022-07-25 15:08:53.359394
Joshua,Vagnoman,2199,7656883.0,1,9,2022-07-25 15:08:53.359394
Atakan,Karazor,2214,814361.0,1,9,2022-07-25 15:08:53.359394
Fabian,Bredlow,2237,619272.0,2,9,2022-07-25 15:08:53.359394
Borna,Sosa,2247,22189097.0,2,9,2022-07-25 15:08:53.359394
Antonis,Aidonis,2356,1484601.0,1,9,2022-07-25 15:08:53.359394
Darko,Churlinov,2740,5434525.0,1,9,2022-07-25 15:08:53.359394
Clinton,Mola,2817,500000.0,0,9,2022-07-25 15:08:53.359394
Mateo,Klimowicz,2818,511974.0,2,9,2022-07-25 15:08:53.359394
Sasa,Kalajdzic,2819,24835577.0,1,9,2022-07-25 15:08:53.359394
Silas,Katompa Mvumpa,2822,9776447.0,1,9,2022-07-25 15:08:53.359394
Tanguy,Coulibaly,2824,968599.0,2,9,2022-07-25 15:08:53.359394
Lilian,Egloff,2832,500000.0,0,9,2022-07-25 15:08:53.359394
Wataru,Endo,2837,17863098.0,1,9,2022-07-25 15:08:53.359394
Konstantinos,Mavropanos,2838,26397952.0,2,9,2022-07-25 15:08:53.359394
Naouirou,Ahamada,2912,500000.0,0,9,2022-07-25 15:08:53.359394
Ömer Faruk,Beyaz,3000,500000.0,0,9,2022-07-25 15:08:53.359394
Hiroki,Ito,3089,7966326.0,2,9,2022-07-25 15:08:53.359394
Florian,Schock,3105,500000.0,0,9,2022-07-25 15:08:53.359394
Enzo,Millot,3130,642022.0,2,9,2022-07-25 15:08:53.359394
Wahidullah,Faghir,3138,500000.0,0,9,2022-07-25 15:08:53.359394
Tiago Barreiros,de Melo Tomás,3193,9175090.0,1,9,2022-07-25 15:08:53.359394
Juan José,Perea,3555,5484010.0,1,9,2022-07-25 15:08:53.359394
Thomas,Kastanaras,3560,500000.0,0,9,2022-07-25 15:08:53.359394
Mitchell,Weiser,43,5224115.0,1,10,2022-07-25 15:08:53.359394
Marvin,Ducksch,82,15892904.0,1,10,2022-07-25 15:08:53.359394
Niklas,Stark,157,9551171.0,2,10,2022-07-25 15:08:53.359394
Niclas,Füllkrug,608,13556580.0,1,10,2022-07-25 15:08:53.359394
Leonardo,Bittencourt,624,9486929.0,1,10,2022-07-25 15:08:53.359394
Michael,Zetterer,1655,1964244.0,1,10,2022-07-25 15:08:53.359394
Nicolai,Rapp,1659,500000.0,0,10,2022-07-25 15:08:53.359394
Milos,Veljkovic,1823,7374032.0,1,10,2022-07-25 15:08:53.359394
Anthony,Jung,1858,4021223.0,2,10,2022-07-25 15:08:53.359394
Oliver,Burke,1955,7533957.0,1,10,2022-07-25 15:08:53.359394
Niklas,Schmidt,1966,1986866.0,2,10,2022-07-25 15:08:53.359394
Marco,Friedl,1996,11281476.0,1,10,2022-07-25 15:08:53.359394
Jiri,Pavlenka,2053,12136864.0,1,10,2022-07-25 15:08:53.359394
Amos,Pieper,2294,11912550.0,1,10,2022-07-25 15:08:53.359394
Jean Manuel,Mbom,2329,500000.0,0,10,2022-07-25 15:08:53.359394
Benjamin,Goller,2330,2582602.0,2,10,2022-07-25 15:08:53.359394
Romano,Schmid,2367,8027280.0,1,10,2022-07-25 15:08:53.359394
Ilia,Gruev,2678,2450694.0,2,10,2022-07-25 15:08:53.359394
Christian,Groß,2735,6102047.0,1,10,2022-07-25 15:08:53.359394
Nick,Woltemade,2758,1071410.0,1,10,2022-07-25 15:08:53.359394
Felix,Agu,2842,7036751.0,1,10,2022-07-25 15:08:53.359394
Eren Sami,Dinkçi,2939,2456428.0,2,10,2022-07-25 15:08:53.359394
Fabio,Cristian Chiarodia,3063,3031400.0,1,10,2022-07-25 15:08:53.359394
Abdenego,N'Lola Nankishi,3116,2315485.0,1,10,2022-07-25 15:08:53.359394
Dikeni-Rafid,Salifou,3163,500000.0,0,10,2022-07-25 15:08:53.359394
Jens,Stage,3481,7013402.0,1,10,2022-07-25 15:08:53.359394
Lee,Buchanan,3534,4641370.0,1,10,2022-07-25 15:08:53.359394
Maximilian,Arnold,44,29046148.0,1,11,2022-07-25 15:08:53.359394
Max,Kruse,369,31353953.0,2,11,2022-07-25 15:08:53.359394
Koen,Casteels,497,15236311.0,1,11,2022-07-25 15:08:53.359394
Luca,Waldschmidt,737,5152786.0,2,11,2022-07-25 15:08:53.359394
Maximilian,Philipp,1226,3350064.0,2,11,2022-07-25 15:08:53.359394
Yannick,Gerhardt,1298,3638346.0,2,11,2022-07-25 15:08:53.359394
Josuha,Guilavogui,1618,3407568.0,2,11,2022-07-25 15:08:53.359394
Niklas,Klinger,1829,500000.0,0,11,2022-07-25 15:08:53.359394
Josip,Brekalo,1885,6263343.0,2,11,2022-07-25 15:08:53.359394
Elvis,Rexhbecaj,2091,4865321.0,1,11,2022-07-25 15:08:53.359394
Bote,Baku,2141,20317239.0,1,11,2022-07-25 15:08:53.359394
Renato,Steffen,2179,2341116.0,2,11,2022-07-25 15:08:53.359394
Pavao,Pervan,2278,846821.0,2,11,2022-07-25 15:08:53.359394
Jérôme,Roussillon,2321,4402271.0,2,11,2022-07-25 15:08:53.359394
Paulo,Otávio,2447,5291336.0,1,11,2022-07-25 15:08:53.359394
Kevin,Mbabu,2639,4228310.0,2,11,2022-07-25 15:08:53.359394
Lukas,Nmecha,2724,16342097.0,1,11,2022-07-25 15:08:53.359394
Sebastiaan,Bornauw,2725,9962909.0,1,11,2022-07-25 15:08:53.359394
Marin,Pongracic,2771,821942.0,2,11,2022-07-25 15:08:53.359394
Omar,Marmoush,2792,9346365.0,1,11,2022-07-25 15:08:53.359394
Bartosz,Białek,2872,760739.0,1,11,2022-07-25 15:08:53.359394
Maxence,Lacroix,2878,16333499.0,2,11,2022-07-25 15:08:53.359394
Aster Jan,Vranckx,3004,3372599.0,2,11,2022-07-25 15:08:53.359394
Felix Kalu,Nmecha,3069,623150.0,1,11,2022-07-25 15:08:53.359394
Patrick,Wimmer,3124,12309368.0,1,11,2022-07-25 15:08:53.359394
Micky,van de Ven,3141,2549227.0,2,11,2022-07-25 15:08:53.359394
Kevin,Paredes,3191,500000.0,2,11,2022-07-25 15:08:53.359394
Jonas,Wind,3196,25042940.0,1,11,2022-07-25 15:08:53.359394
Kilian,Fischer,3362,3710574.0,1,11,2022-07-25 15:08:53.359394
Jakub,Kaminski,3475,4176677.0,2,11,2022-07-25 15:08:53.359394
Bartol,Franjic,3476,4688245.0,2,11,2022-07-25 15:08:53.359394
Mattias,Svanberg,4266,14366403.0,1,11,2022-07-25 15:08:53.359394
Raphael,Wolf,351,3569702.0,2,12,2022-07-25 15:08:53.359394
Matthias,Zimmermann,529,9677926.0,2,12,2022-07-25 15:08:53.359394
Daniel,Ginczek,540,5364614.0,2,12,2022-07-25 15:08:53.359394
Andre,Hoffmann,583,12551850.0,2,12,2022-07-25 15:08:53.359394
Felix,Klaus,607,8412758.0,1,12,2022-07-25 15:08:53.359394
Rouwen,Hennings,976,14600143.0,1,12,2022-07-25 15:08:53.359394
Marcel,Sobottka,1204,7609455.0,2,12,2022-07-25 15:08:53.359394
Emmanuel,Iyoha,2250,4108202.0,2,12,2022-07-25 15:08:53.359394
Dennis,Gorka,2369,1042897.0,2,12,2022-07-25 15:08:53.359394
Dawid,Kownacki,2375,4260841.0,1,12,2022-07-25 15:08:53.359394
Florian,Kastenmeier,2660,12114529.0,2,12,2022-07-25 15:08:53.359394
Opoku,Ampomah,2684,1047856.0,1,12,2022-07-25 15:08:53.359394
Shinta,Appelkamp,2731,12099566.0,1,12,2022-07-25 15:08:53.359394
Jakub,Piotrowski,2874,3717456.0,2,12,2022-07-25 15:08:53.359394
Christoph,Klarer,2918,8820279.0,1,12,2022-07-25 15:08:53.359394
Kristoffer,Peterson,2919,3819724.0,2,12,2022-07-25 15:08:53.359394
Ao,Tanaka,3037,8024784.0,1,12,2022-07-25 15:08:53.359394
Tim Christopher,Oberdorf,3086,4629276.0,1,12,2022-07-25 15:08:53.359394
Nicolas,Gavory,3181,9078296.0,1,12,2022-07-25 15:08:53.359394
Jordy,de Wijs,3192,9151281.0,2,12,2022-07-25 15:08:53.359394
Takashi,Uchino,3211,1804008.0,1,12,2022-07-25 15:08:53.359394
Benjamin,Böckle,3550,1730091.0,2,12,2022-07-25 15:08:53.359394
Daniel,Caligiuri,542,10448920.0,1,13,2022-07-25 15:08:53.359394
André,Hahn,570,4520329.0,2,13,2022-07-25 15:08:53.359394
Tobias,Strobl,653,500000.0,0,13,2022-07-25 15:08:53.359394
Raphael,Framberger,668,871169.0,2,13,2022-07-25 15:08:53.359394
Carlos,Gruezo,1212,1968842.0,2,13,2022-07-25 15:08:53.359394
Florian,Niederlechner,1680,4118972.0,2,13,2022-07-25 15:08:53.359394
Jeffrey,Gouweleeuw,1811,10468155.0,1,13,2022-07-25 15:08:53.359394
Noah Joel,Sarenren Bazee,1839,500000.0,0,13,2022-07-25 15:08:53.359394
Niklas,Dorsch,1929,8691281.0,2,13,2022-07-25 15:08:53.359394
Rafal,Gikiewicz,1936,12423626.0,1,13,2022-07-25 15:08:53.359394
Felix,Götze,1964,4309726.0,1,13,2022-07-25 15:08:53.359394
Arne,Maier,2005,8136565.0,1,13,2022-07-25 15:08:53.359394
Reece,Oxford,2047,13610262.0,2,13,2022-07-25 15:08:53.359394
Felix,Uduokhai,2065,5126593.0,1,13,2022-07-25 15:08:53.359394
Maurice,Malone,2206,500000.0,0,13,2022-07-25 15:08:53.359394
Fredrik,Jensen,2263,1073147.0,2,13,2022-07-25 15:08:53.359394
Maximilian,Bauer,2582,2619800.0,2,13,2022-07-25 15:08:53.359394
Mads,Pedersen,2651,1855040.0,2,13,2022-07-25 15:08:53.359394
Iago Amaral,Borduchi,2662,7955047.0,1,13,2022-07-25 15:08:53.359394
Ruben,Vargas,2664,2506694.0,2,13,2022-07-25 15:08:53.359394
Tomás,Koubek,2727,500000.0,0,13,2022-07-25 15:08:53.359394
Ermedin,Demirović,2854,6965326.0,1,13,2022-07-25 15:08:53.359394
Robert,Gumny,2885,2303532.0,2,13,2022-07-25 15:08:53.359394
Lukas Emanuel,Petkov,2928,500000.0,0,13,2022-07-25 15:08:53.359394
Frederik Franck,Winther,3025,500000.0,2,13,2022-07-25 15:08:53.359394
Lasse,Günther,3026,500000.0,0,13,2022-07-25 15:08:53.359394
Ricardo,Pepi,3171,4003342.0,2,13,2022-07-25 15:08:53.359394
Kevin,Akpoguma,96,5821268.0,2,14,2022-07-25 15:08:53.359394
Sebastian,Rudy,410,2873871.0,2,14,2022-07-25 15:08:53.359394
Kevin,Vogt,477,9391824.0,1,14,2022-07-25 15:08:53.359394
Oliver,Baumann,524,14282749.0,1,14,2022-07-25 15:08:53.359394
Ermin,Bicakcic,717,1886614.0,2,14,2022-07-25 15:08:53.359394
Ihlas,Bebou,1308,12322088.0,2,14,2022-07-25 15:08:53.359394
Benjamin,Hübner,1429,9569059.0,1,14,2022-07-25 15:08:53.359394
Grischa,Prömel,1671,17267029.0,1,14,2022-07-25 15:08:53.359394
Pavel,Kaderábek,1726,8957985.0,1,14,2022-07-25 15:08:53.359394
Jacob,Bruun Larsen,1781,3190030.0,2,14,2022-07-25 15:08:53.359394
Andrej,Kramaric,1815,33306776.0,1,14,2022-07-25 15:08:53.359394
Dennis,Geiger,1990,7023734.0,2,14,2022-07-25 15:08:53.359394
Stefan,Posch,2006,9371603.0,1,14,2022-07-25 15:08:53.359394
Christoph,Baumgartner,2275,14718477.0,1,14,2022-07-25 15:08:53.359394
